,Kingdom,Phylum,Class,Order,Family,Genus,Species
7ac16252089818e792bdaa022e9d1948,Bacteria,Actinobacteria,Nocardioidaceae,Actinobacteria,Propionibacteriales,Nocardioides,Ambiguous_taxa
94beaa102f3794ad0ffff4de91014b75,Bacteria,Bacteroidetes,Flavobacteriaceae,Flavobacteriia,Flavobacteriales,Flavobacterium,NA
337550d60a1b1bba8702943c2fc6295c,Bacteria,Bacteroidetes,Flavobacteriaceae,Flavobacteriia,Flavobacteriales,Flavobacterium,NA
96d1dbaf95354f924375e66781aaeda2,Bacteria,Proteobacteria,Pseudomonadaceae,Gammaproteobacteria,Pseudomonadales,Pseudomonas,NA
cf9b1318407161b2c3f79db45bf8dce9,Bacteria,Proteobacteria,Hyphomicrobiaceae,Alphaproteobacteria,Rhizobiales,Devosia,NA
22d33b55e1ce836aecbd2b47305da83a,Bacteria,Bacteroidetes,Flavobacteriaceae,Flavobacteriia,Flavobacteriales,Flavobacterium,NA
8acec16912d4a0d5d5e58b35f221ca14,Bacteria,Bacteroidetes,Sphingobacteriaceae,Sphingobacteriia,Sphingobacteriales,Mucilaginibacter,NA
0cb4745afe5ea82edc5fbeaa207bea04,Bacteria,Actinobacteria,Nocardioidaceae,Actinobacteria,Propionibacteriales,Nocardioides,Ambiguous_taxa
690bb264496d05a4e50134f152d1edfe,Bacteria,Actinobacteria,Pseudonocardiaceae,Actinobacteria,Pseudonocardiales,Pseudonocardia,uncultured_bacterium
b4cf19cb773215a5440247c767b35b54,Bacteria,Proteobacteria,Comamonadaceae,Betaproteobacteria,Burkholderiales,Acidovorax,NA
7a2e3017595e7e0dc78e031955369eed,Bacteria,Bacteroidetes,Flavobacteriaceae,Flavobacteriia,Flavobacteriales,Flavobacterium,NA
cc3090bee6b6e1e17b19241f0ce773f8,Bacteria,Proteobacteria,Aurantimonadaceae,Alphaproteobacteria,Rhizobiales,NA,NA
31b672982e194e5042fa72a792bd4008,Bacteria,Proteobacteria,Caulobacteraceae,Alphaproteobacteria,Caulobacterales,Caulobacter,NA
f64f1f828c597f816d580854c57b7179,Bacteria,Proteobacteria,Bradyrhizobiaceae,Alphaproteobacteria,Rhizobiales,Bosea,NA
e88cafff3368e10ad7417c712fed12dc,Bacteria,Proteobacteria,Comamonadaceae,Betaproteobacteria,Burkholderiales,Acidovorax,NA
6e723df90f3db58ac61b5fe9934a2f48,Bacteria,Proteobacteria,Oxalobacteraceae,Betaproteobacteria,Burkholderiales,Duganella,Ambiguous_taxa
ed1da07bf3b39864d713d79c0b0e25ea,Bacteria,Bacteroidetes,Chitinophagaceae,Sphingobacteriia,Sphingobacteriales,uncultured,uncultured_bacterium
f02b23c795b3d617223dda33d8d30790,Bacteria,Bacteroidetes,Chitinophagaceae,Sphingobacteriia,Sphingobacteriales,Taibaiella,NA
01b6d8f804aef92b5e62bbd4ba5f11bb,Bacteria,Proteobacteria,Hyphomicrobiaceae,Alphaproteobacteria,Rhizobiales,Devosia,NA
0227eb95031cf6385ce4e2df137739d3,Bacteria,Proteobacteria,Sandaracinaceae,Deltaproteobacteria,Myxococcales,Sandaracinus,uncultured_bacterium
0806e8070bba17f5640fdfebb7bd942c,Bacteria,Actinobacteria,Nocardioidaceae,Actinobacteria,Propionibacteriales,Nocardioides,NA
0828d04342d37cbb76999b11c319d4e5,Bacteria,Bacteroidetes,Flavobacteriaceae,Flavobacteriia,Flavobacteriales,Flavobacterium,NA
6496a036d503b50c0a93be8e3640c8e7,Bacteria,Actinobacteria,uncultured,Acidimicrobiia,Acidimicrobiales,NA,NA
949d65db0d82fb2c04f4b8537f960b32,Bacteria,Proteobacteria,Bacteriovoracaceae,Deltaproteobacteria,Bdellovibrionales,Peredibacter,uncultured_bacterium
a36c46acf58d9fe8a801f70663403988,Bacteria,Bacteroidetes,Flavobacteriaceae,Flavobacteriia,Flavobacteriales,Flavobacterium,NA
a572e7e46762dfe5f2d1cb06fb1adcc0,Bacteria,Bacteroidetes,Cytophagaceae,Cytophagia,Cytophagales,Dyadobacter,uncultured_bacterium
b2a85f62be3816a15c27bace0d6f38d8,Bacteria,Proteobacteria,Nevskiaceae,Gammaproteobacteria,Xanthomonadales,NA,NA
1172362fc2506e959470eea7074bbca8,Bacteria,Actinobacteria,Gsoil-1167,Thermoleophilia,Solirubrobacterales,uncultured_bacterium,uncultured_bacterium
f4cd88278b87f1e2f2d8587adffe0375,Bacteria,Actinobacteria,Nocardioidaceae,Actinobacteria,Propionibacteriales,Aeromicrobium,NA
3a3133e1369483e908a2dac4e505c30b,Bacteria,Verrucomicrobia,uncultured_bacterium,OPB35_soil_group,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
dbda469bc1d9ad1b3d7d50e242b9c6bc,Bacteria,Proteobacteria,Procabacteriaceae,Betaproteobacteria,Procabacteriales,Procabacter,NA
36877a88443e9af4f6e0b0186bb189cd,Bacteria,Actinobacteria,Nocardioidaceae,Actinobacteria,Propionibacteriales,Aeromicrobium,NA
395eb72f0e8a9952feebfa8064d1b25c,Bacteria,Bacteroidetes,Chitinophagaceae,Sphingobacteriia,Sphingobacteriales,Flavisolibacter,NA
45d4c5f5bb302fbd3db4248eeb439640,Bacteria,Actinobacteria,Microbacteriaceae,Actinobacteria,Micrococcales,Herbiconiux,NA
621b2189716bdda6ec5cc1576c2ecae3,Bacteria,Bacteroidetes,Sphingobacteriaceae,Sphingobacteriia,Sphingobacteriales,Pedobacter,Ambiguous_taxa
c411aeae6cf0cc3f2298bc9b9575e5c0,Bacteria,Proteobacteria,Rhizobiaceae,Alphaproteobacteria,Rhizobiales,Rhizobium,NA
4c9a522926b53836ce1cc3e474e0b3c4,Bacteria,Bacteroidetes,Flavobacteriaceae,Flavobacteriia,Flavobacteriales,Flavobacterium,uncultured_bacterium
c303b2353e806abc1bd92ecd61df9d6e,Bacteria,Proteobacteria,Comamonadaceae,Betaproteobacteria,Burkholderiales,NA,NA
6e983f3695adc738a5c40db638a7c9d1,Bacteria,Proteobacteria,Caulobacteraceae,Alphaproteobacteria,Caulobacterales,Caulobacter,NA
8928e0349088b5b1e39e6e18fec83f57,Bacteria,Bacteroidetes,Sphingobacteriaceae,Sphingobacteriia,Sphingobacteriales,Pedobacter,NA
98113f270fd1bf1a814f713ce071afd5,Bacteria,Bacteroidetes,Cytophagaceae,Cytophagia,Cytophagales,uncultured,uncultured_bacterium
2996f93ccbefc464cc36a5fb7a18d533,Bacteria,Proteobacteria,Solimonadaceae,Gammaproteobacteria,Xanthomonadales,NA,NA
502dd1df783e65ad65cdcc9189b9b170,Bacteria,Bacteroidetes,Cytophagaceae,Cytophagia,Cytophagales,Chryseolinea,NA
a8a49ed86de21ac9ba6cf01507428943,Bacteria,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobiae,Verrucomicrobiales,Prosthecobacter,uncultured_bacterium
c60a0f2e048765ad97fabc5e03f72709,Bacteria,Bacteroidetes,env.OPS_17,Sphingobacteriia,Sphingobacteriales,uncultured_bacterium,uncultured_bacterium
16c862c1bccf2c489c71d625e0c828b0,Bacteria,Proteobacteria,uncultured_bacterium,Gammaproteobacteria,HTA4,uncultured_bacterium,uncultured_bacterium
0329e3ea94bfc9ced52f72005d12f7f9,Bacteria,Bacteroidetes,Cytophagaceae,Cytophagia,Cytophagales,Dyadobacter,NA
394d58dcbdc85cbe1c19c2c430b9faae,Bacteria,Proteobacteria,Burkholderiaceae,Betaproteobacteria,Burkholderiales,Cupriavidus,Ambiguous_taxa
a904aef17c9ed5593209de8fc9f5b293,Bacteria,Bacteroidetes,Sphingobacteriaceae,Sphingobacteriia,Sphingobacteriales,Pedobacter,NA
a99a0a28cbbfe9fc307589da5788842b,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,Isosphaera,NA
4649e8cc45df38cb6eaddc14743e11e8,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,NA,NA
622ca24d2d4fd723dfeb8d58e682ff9e,Bacteria,Proteobacteria,Methylophilaceae,Betaproteobacteria,Methylophilales,Methylotenera,NA
ad135adf3c825e4e2b77e354ccd01fe7,Bacteria,FBP,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
d2b82756f75a05d0545789a24c0521de,Bacteria,Bacteroidetes,Sphingobacteriaceae,Sphingobacteriia,Sphingobacteriales,Pedobacter,NA
099c2e12f4ea53662174e303b87b211f,Bacteria,Proteobacteria,Oxalobacteraceae,Betaproteobacteria,Burkholderiales,NA,NA
210b78c1c6d542c83aac2090f4780758,Bacteria,Proteobacteria,Pseudomonadaceae,Gammaproteobacteria,Pseudomonadales,Pseudomonas,NA
c565a71a44c69aad9a6d0484720d2a99,Bacteria,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobium,NA
ec23aba41576462b49bafcb8ee40dc70,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
0148a04e41aedf035c33e020a48a3726,Bacteria,Proteobacteria,Enterobacteriaceae,Gammaproteobacteria,Enterobacteriales,Pantoea,NA
2b423d4a16ef1539110bd1a85db1263d,Bacteria,Bacteroidetes,Flavobacteriaceae,Flavobacteriia,Flavobacteriales,Flavobacterium,NA
39015d5de9df742d2a53d13aba114e3a,Bacteria,Proteobacteria,Legionellaceae,Gammaproteobacteria,Legionellales,Legionella,NA
ac9a46d4c6082cd1dc9aa9b23ae5afde,Bacteria,Proteobacteria,Rhizobiales_Incertae_Sedis,Alphaproteobacteria,Rhizobiales,Rhizomicrobium,uncultured_bacterium
f30a3f1cdd877e5542b6e45dee0ac236,Bacteria,Acidobacteria,uncultured_Acidobacteria_bacterium,Subgroup_6,uncultured_Acidobacteria_bacterium,uncultured_Acidobacteria_bacterium,uncultured_Acidobacteria_bacterium
c112790db6c471234d9e9e11a5655d82,Bacteria,Actinobacteria,Elev-16S-1332,Thermoleophilia,Solirubrobacterales,uncultured bacterium,uncultured bacterium
f4d1dd916073bfcece8687deeacac85c,Bacteria,Actinobacteria,Micrococcaceae,Actinobacteria,Micrococcales,Pseudarthrobacter,NA
5c88e8cf1a3dc09a8a7cffd837b75332,Bacteria,Proteobacteria,BIrii41,Deltaproteobacteria,Myxococcales,uncultured bacterium,uncultured bacterium
f0257effaf7a40a6da85858533d1e2d9,Bacteria,Acidobacteria,NA,Subgroup 6,NA,NA,NA
dcec3354d4e06247699546fc70f3adb7,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,NA
45277c77d99ac1810b947cbe05b9496c,Bacteria,Verrucomicrobia,uncultured bacterium,OPB35 soil group,uncultured bacterium,uncultured bacterium,uncultured bacterium
1a74b5bacee1d622d113af1425a70325,Bacteria,Actinobacteria,uncultured,Acidimicrobiia,Acidimicrobiales,NA,NA
7ee07a805dd06f7a044586150e70b643,Bacteria,Acidobacteria,uncultured bacterium,Subgroup 6,uncultured bacterium,uncultured bacterium,uncultured bacterium
28dae968ac1fbba4ca70848868021a76,Bacteria,Chloroflexi,Ktedonobacteraceae,Ktedonobacteria,Ktedonobacterales,uncultured,NA
c41e670d84acca37875b53f4bbb7ad51,Bacteria,Proteobacteria,Xanthomonadales Incertae Sedis,Gammaproteobacteria,Xanthomonadales,Acidibacter,uncultured bacterium
cec4d61233fa1d415d15fea06ef1e4e6,Bacteria,Planctomycetes,Tepidisphaeraceae,Phycisphaerae,Tepidisphaerales,uncultured bacterium,uncultured bacterium
8fc0fabfdf5e0826776c43e192eaeaf5,Bacteria,Actinobacteria,Microbacteriaceae,Actinobacteria,Micrococcales,NA,NA
4f314535df0bc63365051e89917777be,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,NA
f8400b13352b54c3231ea5b47354bc40,Bacteria,Firmicutes,Planococcaceae,Bacilli,Bacillales,Kurthia,NA
88386585d0db76209a15a24bd3f7b20a,Bacteria,Firmicutes,Planococcaceae,Bacilli,Bacillales,Sporosarcina,NA
9566d59f65a3978ac7541c7baca1b9d5,Bacteria,Actinobacteria,Nocardiaceae,Actinobacteria,Corynebacteriales,Nocardia,Ambiguous_taxa
c3d05f91a12f086d6c2065c83064781d,Bacteria,Planctomycetes,Tepidisphaeraceae,Phycisphaerae,Tepidisphaerales,uncultured bacterium,uncultured bacterium
7d2d918e2c6f8fd1de63f63d748aa5b4,Bacteria,Proteobacteria,Phyllobacteriaceae,Alphaproteobacteria,Rhizobiales,NA,NA
a0648b79820af1525f55a0f450f33e72,Bacteria,Proteobacteria,Archangiaceae,Deltaproteobacteria,Myxococcales,Anaeromyxobacter,NA
b039f3801bd3d50c224ece00bf14538f,Bacteria,Gemmatimonadetes,Gemmatimonadaceae,Gemmatimonadetes,Gemmatimonadales,uncultured,uncultured bacterium
74f0775afdf0c5c911a65b2d1e8dcee9,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
0854c3cfdc8b827ff07cd6cc62667613,Bacteria,Proteobacteria,DA111,Alphaproteobacteria,Rhodospirillales,NA,NA
4cb135c50a6e33a338e4a3b73f5c19ff,Bacteria,Actinobacteria,Microbacteriaceae,Actinobacteria,Micrococcales,NA,NA
faee9012e5905ae5a783d47b8fa5455f,Bacteria,Acidobacteria,uncultured Acidobacteria bacterium,Subgroup 5,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium
655a80b213fa21b91a3235da103708d7,Bacteria,Acidobacteria,NA,Subgroup 6,NA,NA,NA
61a4015fe0fa3de1c1f11b13591dcd67,Bacteria,Verrucomicrobia,Xiphinematobacteraceae,Spartobacteria,Chthoniobacterales,Candidatus Xiphinematobacter,NA
53a19d45ba4bc72fdebb1f9b5fe44a47,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
153cbb1a6c05453a938a7770ffc4f4d7,Bacteria,Actinobacteria,uncultured,Acidimicrobiia,Acidimicrobiales,uncultured bacterium,uncultured bacterium
8823f2157021e63a83170f7b041e4e2c,Bacteria,Proteobacteria,Rhizobiales Incertae Sedis,Alphaproteobacteria,Rhizobiales,Rhizomicrobium,NA
9f13fa6b298cb1ad5b57c0b80a366fa4,Bacteria,Chloroflexi,uncultured bacterium,SBR2076,uncultured bacterium,uncultured bacterium,uncultured bacterium
00a40731f8b4466310c9de3ced72b51c,Bacteria,Proteobacteria,Rhodospirillales Incertae Sedis,Alphaproteobacteria,Rhodospirillales,Candidatus Alysiosphaera,uncultured bacterium
3ad773a5372f32ac666e62def52a8ebb,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,NA
67295416d78867124d916aa17f394238,Bacteria,Actinobacteria,p35j06ok,Thermoleophilia,Solirubrobacterales,NA,NA
88ef2d49699b0c3f834a0dc8e3ce8bcb,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
2bc896553478e8f482a6f2c6732bea75,Bacteria,Acidobacteria,ABS-19,Holophagae,Subgroup 10,uncultured bacterium,uncultured bacterium
de15502a40d5e9b92c7fdc2c094c4b16,Bacteria,Bacteroidetes,env.OPS 17,Sphingobacteriia,Sphingobacteriales,NA,NA
8cef4b146dc0c8decf77f09657cfdb02,Bacteria,Acidobacteria,NA,Subgroup 6,NA,NA,NA
69f0a9f901e6983513e0bd832956498c,Bacteria,Proteobacteria,BIrii41,Deltaproteobacteria,Myxococcales,uncultured bacterium,uncultured bacterium
f46a1106fdd77cfa9799aa54c85f26de,Bacteria,Actinobacteria,uncultured,Acidimicrobiia,Acidimicrobiales,uncultured bacterium,uncultured bacterium
4628a54ec042898341f206d507bae005,Bacteria,Proteobacteria,Nitrosomonadaceae,Betaproteobacteria,Nitrosomonadales,uncultured,uncultured bacterium
3098b136749096691d4bfc3c1a917f62,Bacteria,Chloroflexi,HSB OF53-F07,Ktedonobacteria,Ktedonobacterales,NA,NA
8433ca61d8d8e35965b4d4cd828da232,Bacteria,Actinobacteria,uncultured,Thermoleophilia,Gaiellales,NA,NA
7112d927f4bd5536c1760b92a918d0b4,Bacteria,Verrucomicrobia,Chthoniobacteraceae,Spartobacteria,Chthoniobacterales,Chthoniobacter,uncultured bacterium
728e30cd38a458f139cd92b108998e6b,Bacteria,WS2,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
d8a46ceeccff9e9c8ab4c8245c92f9f5,Bacteria,Proteobacteria,Oxalobacteraceae,Betaproteobacteria,Burkholderiales,Noviherbaspirillum,NA
460cbae978dde6f3b3c8f636ff6d8318,Bacteria,Proteobacteria,Xanthobacteraceae,Alphaproteobacteria,Rhizobiales,Variibacter,uncultured bacterium
4af315f3e2216c052847dccdb1550faa,Bacteria,Proteobacteria,DA111,Alphaproteobacteria,Rhodospirillales,NA,NA
7f8da02807ef4dc5a4cd7ca16671fb23,Bacteria,Proteobacteria,SM2D12,Alphaproteobacteria,Rickettsiales,uncultured bacterium,uncultured bacterium
0758da2ea1578ac009a07e60b86d2bda,Bacteria,Acidobacteria,NA,Subgroup 6,NA,NA,NA
2f9bb8639e665b3cec9c490bd45cb885,Bacteria,Proteobacteria,Archangiaceae,Deltaproteobacteria,Myxococcales,Anaeromyxobacter,NA
9ff2533869dd49a150e586563e2bd5e1,Bacteria,Firmicutes,Planococcaceae,Bacilli,Bacillales,Sporosarcina,uncultured bacterium
b350ebc4107e2b5259977a001c72875f,Bacteria,Proteobacteria,JG34-KF-161,Alphaproteobacteria,Sphingomonadales,NA,NA
2b81f8c7be0db94b991bfdbd8ba7213e,Bacteria,Acidobacteria,uncultured bacterium,Subgroup 6,uncultured bacterium,uncultured bacterium,uncultured bacterium
e79b3623c7595304a993936f855cf485,Bacteria,Armatimonadetes,uncultured bacterium,uncultured,uncultured bacterium,uncultured bacterium,uncultured bacterium
104fb45a33c9d84c93707497b0ea7866,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
8930847497b9a4f39790978a1bfc074b,Bacteria,Actinobacteria,Streptomycetaceae,Actinobacteria,Streptomycetales,Streptomyces,Ambiguous_taxa
0b5719268c4ef4d2111a59eaa0319e42,Bacteria,Proteobacteria,DA111,Alphaproteobacteria,Rhodospirillales,uncultured bacterium,uncultured bacterium
45e5edef8e18c2da32fe02f0dc3017f0,Bacteria,Planctomycetes,Tepidisphaeraceae,Phycisphaerae,Tepidisphaerales,uncultured bacterium,uncultured bacterium
d7d6f85847f2fdd70ca951fbaa5dea09,Bacteria,Acidobacteria,uncultured Acidobacteria bacterium,Subgroup 5,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium
1e55956468f72d04516d0a6b07cac2ba,Bacteria,Proteobacteria,uncultured bacterium,Betaproteobacteria,SC-I-84,uncultured bacterium,uncultured bacterium
abe00e1b717dc6492afc743640c550b8,Bacteria,Proteobacteria,Rhizobiales Incertae Sedis,Alphaproteobacteria,Rhizobiales,Rhizomicrobium,NA
5a0baf5b90a49af64f42474d8798d663,Bacteria,Chloroflexi,uncultured bacterium,Ktedonobacteria,C0119,uncultured bacterium,uncultured bacterium
0ab6a22e6534bb692566cf770ec09cec,Bacteria,Proteobacteria,Rhodospirillales Incertae Sedis,Alphaproteobacteria,Rhodospirillales,Reyranella,NA
0117d23ae059f0c93ee774eca067427a,Bacteria,Firmicutes,Paenibacillaceae,Bacilli,Bacillales,Paenibacillus,NA
65e9b276da9fe32db9879c65522d4caf,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
62d6a3c801fe3f3cbcffd1f14127e36b,Bacteria,Acidobacteria,NA,Subgroup 6,NA,NA,NA
30505ba8753c11bdf14dc7cccbeb76c8,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
5483df267fd3512b8eb67fd9cda3c098,Bacteria,Proteobacteria,Xanthobacteraceae,Alphaproteobacteria,Rhizobiales,Pseudolabrys,NA
ce21f69663fea90a19dbb6af3d13ed59,Bacteria,Actinobacteria,Patulibacteraceae,Thermoleophilia,Solirubrobacterales,Patulibacter,uncultured bacterium
78873867cde9e43ddb7ae950d67515b6,Bacteria,Tectomicrobia,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
d78cf6449bfc48a6f98c8d91db2d5386,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,Gemmata,uncultured bacterium
acc0b7b5a31f1bededca02f83a4d964d,Bacteria,Actinobacteria,NA,MB-A2-108,NA,NA,NA
12e6985a8a7244758d58951c255a42b6,Bacteria,Acidobacteria,uncultured bacterium,Subgroup 2,uncultured bacterium,uncultured bacterium,uncultured bacterium
0047f8ab22fe38d28860c4c5dd5ff143,Bacteria,Proteobacteria,uncultured,Deltaproteobacteria,Myxococcales,uncultured bacterium,uncultured bacterium
329f245b5b4e77c82c06f22e3ef57ab9,Bacteria,Proteobacteria,Rhizobiaceae,Alphaproteobacteria,Rhizobiales,Rhizobium,NA
987b07b51f215294b9ba396fc0da2eab,Bacteria,Firmicutes,Clostridiaceae 1,Clostridia,Clostridiales,Clostridium sensu stricto 1,NA
f657931ce0e5c0ce1950eaa9eeb5e239,Bacteria,Bacteroidetes,Flavobacteriaceae,Flavobacteriia,Flavobacteriales,Flavobacterium,uncultured bacterium
9774db9b0c60411358cc3ef67136be2d,Bacteria,Acidobacteria,NA,Subgroup 6,NA,NA,NA
3d885b7f5495e3824cb81f00187f8007,Bacteria,Verrucomicrobia,LD29,Spartobacteria,Chthoniobacterales,NA,NA
bc4376709efb33ec2c5163551f812436,Bacteria,Chloroflexi,uncultured bacterium,Ktedonobacteria,C0119,uncultured bacterium,uncultured bacterium
58c28f7ddee37e029efca142c9de24aa,Bacteria,Firmicutes,Lachnospiraceae,Clostridia,Clostridiales,Lachnoclostridium,NA
b25b97ff87322d73b6f814ae06aeac7b,Bacteria,Actinobacteria,Micromonosporaceae,Actinobacteria,Micromonosporales,Asanoa,NA
8aecafac978a66658cd7fa4344d4b9cd,Bacteria,Proteobacteria,Comamonadaceae,Betaproteobacteria,Burkholderiales,uncultured,NA
e4cc6b2b4f1cdf72f3be6b09567e138c,Bacteria,Proteobacteria,Acetobacteraceae,Alphaproteobacteria,Rhodospirillales,uncultured,NA
23e7bd56dc5d3b254685f736c59a5411,Bacteria,Actinobacteria,Nakamurellaceae,Actinobacteria,Frankiales,Nakamurella,uncultured bacterium
48c55b5a8e009915f51f65c3529b85fc,Bacteria,Chlamydiae,Parachlamydiaceae,Chlamydiae,Chlamydiales,Candidatus Protochlamydia,NA
080286b1b8252b3b3dbe6b17cebe564d,Bacteria,Verrucomicrobia,NA,OPB35 soil group,NA,NA,NA
2b9a517c76ada71d629d12f970825693,Bacteria,Actinobacteria,uncultured,Thermoleophilia,Gaiellales,uncultured bacterium,uncultured bacterium
d1d19c7ad77dd17a5c61021e93346cfc,Bacteria,Proteobacteria,Nevskiaceae,Gammaproteobacteria,Xanthomonadales,Nevskia,NA
88331c88636cef7fab9fe269fa318f7a,Bacteria,Proteobacteria,I-10,Alphaproteobacteria,Rhodospirillales,uncultured bacterium,uncultured bacterium
ecc7f11cbc730895eda99c1407785ba0,Bacteria,Acidobacteria,Solibacteraceae (Subgroup 3),Solibacteres,Solibacterales,Candidatus Solibacter,NA
47784ce51de183951bb9a6e93e2f64a6,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,Isosphaera,uncultured bacterium
4382148e6cd6c841443302b8dacd83e0,Bacteria,Acidobacteria,uncultured bacterium,Holophagae,Subgroup 7,uncultured bacterium,uncultured bacterium
a67044d25a023ba4bb7733a02dbf01d6,Bacteria,Chloroflexi,uncultured bacterium,TK10,uncultured bacterium,uncultured bacterium,uncultured bacterium
459a6ff433bfcf7d476a52c74b095090,Bacteria,Firmicutes,Paenibacillaceae,Bacilli,Bacillales,Paenibacillus,NA
a843da1d2130facb62efb825b61ddc80,Bacteria,BRC1,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
33c8178d44f33cea748490bb29592af8,Bacteria,Proteobacteria,Oxalobacteraceae,Betaproteobacteria,Burkholderiales,Duganella,NA
746544a8d91ad23521089c0775829a72,Bacteria,Actinobacteria,0319-6M6,Thermoleophilia,Solirubrobacterales,uncultured bacterium,uncultured bacterium
507d92936fa6b9858ce754e898539d5c,Bacteria,Firmicutes,Paenibacillaceae,Bacilli,Bacillales,Paenibacillus,NA
9b9756eb5813229be9d033c7a00422e4,Bacteria,Proteobacteria,Rhizobiales Incertae Sedis,Alphaproteobacteria,Rhizobiales,Bauldia,NA
4d62921fffea817eef921bd83f12d9f5,Bacteria,Actinobacteria,Elev-16S-1332,Thermoleophilia,Solirubrobacterales,uncultured bacterium,uncultured bacterium
25b0e19afb4e79f0fa48cf30bb26fa87,Bacteria,Gemmatimonadetes,Gemmatimonadaceae,Gemmatimonadetes,Gemmatimonadales,uncultured,uncultured bacterium
0ffd118b32566fb84c0962fa51bda39d,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,NA
7152a1f473e321f316ffd16a823018cc,Bacteria,Bacteroidetes,Chitinophagaceae,Sphingobacteriia,Sphingobacteriales,Terrimonas,uncultured bacterium
47a0264860cd0265ed81fee4efe834b3,Bacteria,Proteobacteria,NA,Alphaproteobacteria,Sphingomonadales,NA,NA
1b08046a79d56b975498759dabbf9807,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
2ecd09f7127e77478a60dd777c633a7d,Bacteria,Proteobacteria,Sphingomonadaceae,Alphaproteobacteria,Sphingomonadales,Sphingobium,uncultured bacterium
ce69bc9f972c7f83f0bc48e0681b605c,Bacteria,Actinobacteria,uncultured,Actinobacteria,Frankiales,uncultured bacterium,uncultured bacterium
71ed82518a56ef00c36804de4bc8484c,Bacteria,Acidobacteria,uncultured bacterium,Holophagae,Subgroup 7,uncultured bacterium,uncultured bacterium
dbe48a613a47af5cc15aa4861beda9c0,Bacteria,Proteobacteria,Oxalobacteraceae,Betaproteobacteria,Burkholderiales,Massilia,NA
8f1aba68b8999486500e0a2e9d293090,Bacteria,Bacteroidetes,Chitinophagaceae,Sphingobacteriia,Sphingobacteriales,uncultured,NA
f0216a9ec82ec3815ef4d18e2ac16035,Bacteria,Firmicutes,Planococcaceae,Bacilli,Bacillales,NA,NA
aef5b074d50e405c62a8d26a7c6652d3,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
33a00e5033b74703e46c3d5c4ad9172d,Bacteria,Planctomycetes,Planctomycetaceae,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium
37a9cb71afa549132b41a8fd0c20f1cd,Bacteria,Acidobacteria,Blastocatellaceae (Subgroup 4),Blastocatellia,Blastocatellales,RB41,NA
051456ae0a0a7754a2bbd66889423261,Bacteria,Proteobacteria,Rhizobiales Incertae Sedis,Alphaproteobacteria,Rhizobiales,Rhizomicrobium,NA
d040066e0160b984b2c3b89c2f566e5b,Bacteria,Actinobacteria,uncultured bacterium,MB-A2-108,uncultured bacterium,uncultured bacterium,uncultured bacterium
23a6a4d0bc46bdc1e78afa266272e9a0,Bacteria,Acidobacteria,uncultured bacterium,Holophagae,Subgroup 7,uncultured bacterium,uncultured bacterium
342169b53df4aadd28f8921c5993778b,Bacteria,Actinobacteria,Pseudonocardiaceae,Actinobacteria,Pseudonocardiales,Kibdelosporangium,NA
